row,image_path,split,y_true,foreshortening_ratio,theta_degrees,midline_offset_s,midline_offset_s_chin,d_rel,out_of_domain,bin,centroid_proxy,pred_ratios_lr,pred_coords_lr,pred_mlp,pred_gnn_identity,pred_yaw_only_lr,pred_random_baseline
0,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000001_008_png.rf.493a253c841f515848963f67d0a95442.jpg,1,attentive,1.4959661175880585,23.63961681822526,-0.0380593203953031,-0.0529378563242414,0.08695041424214342,0,0,0.006451185814451685,attentive,attentive,attentive,attentive,uncomfortable,attentive
1,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000001_012_png.rf.aac004ef129068710c2d47ec5bee7149.jpg,4,attentive,1.3674890021314712,33.13236728423183,-0.1868149011278139,-0.15558250004001634,0.2862199128198825,0,1,0.0332259423889911,attentive,uncomfortable,relaxed,attentive,relaxed,attentive
2,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000001_016_png.rf.124419eb8bf6245beae06c59967edc0e.jpg,1,attentive,1.4024520676150922,30.815601695896405,-0.027665712695779537,-0.015787897878830896,0.04638094509572219,0,1,0.006097745714786773,attentive,attentive,attentive,attentive,uncomfortable,relaxed
3,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000001_017_png.rf.25e6d2e0e8b4ed8272979aa1b406eb78.jpg,4,attentive,1.2116372265558837,42.10041083370193,-0.019940725865217133,0.006486256397505557,0.022068520484048552,0,3,-0.002329090905845349,attentive,attentive,attentive,attentive,relaxed,relaxed
4,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000001_020_png.rf.40fa8ca45c924bb70a6ff3a54e4fcaff.jpg,3,attentive,1.63774360237551,0.0,-0.1540371566392672,-0.12434284651876192,,1,0,0.039982476243697995,attentive,uncomfortable,uncomfortable,uncomfortable,uncomfortable,attentive
5,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000001_029_png.rf.31ab1d4a25bdb77f2196368ce7115610.jpg,1,attentive,1.3281622662997215,35.57767268436913,-0.016443692686000724,-0.016941104164125396,0.022987226869962737,0,2,0.0016687830852826768,attentive,relaxed,attentive,attentive,relaxed,attentive
6,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000002_008_png.rf.21a1c5b4d0cf093972f6c7a451e88874.jpg,2,attentive,1.3268542881061087,35.656475559280466,0.2561365302741637,0.2530500127590695,0.35702370332038375,0,2,-0.04279789109856877,attentive,attentive,attentive,attentive,relaxed,attentive
7,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000002_026_png.rf.92190f042b5ca12b6586372f100179f7.jpg,3,attentive,1.2728021346883909,38.79189222856937,0.01575057798505105,0.020506485172450326,0.01959544577329617,0,2,-0.0010458407758870414,attentive,attentive,attentive,attentive,relaxed,relaxed
8,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000003_015_png.rf.e50092705d832ab3c94461d925e7b141.jpg,0,attentive,1.079993943652506,48.59658633017029,0.10827268210870535,0.05768024518482902,0.09546667499813197,0,3,-0.011592303763812484,relaxed,attentive,attentive,attentive,relaxed,attentive
9,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000003_020_png.rf.7c5b23a400cf6dd77c23942d0ec64e0f.jpg,4,attentive,1.3920468067283203,31.52100460824318,0.03513863923833456,0.045620120335551045,0.05729389063686531,0,1,-0.007536177849188863,attentive,attentive,relaxed,attentive,attentive,attentive
10,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000003_026_png.rf.3cf2fa3dd9b37ec307cdd3829c38c415.jpg,1,attentive,1.3206070345219625,36.03079656810824,-0.04215758912927359,0.03456864431567928,0.05795940491946304,0,2,0.0005562809928720686,attentive,uncomfortable,uncomfortable,uncomfortable,relaxed,relaxed
11,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000003_029_png.rf.c5e06b2ff02dd25c6edf8f9c62c3c89a.jpg,2,attentive,1.2888205923463756,37.88584143855022,-0.10589551304972461,-0.08272381196231819,0.13609814621653404,0,2,0.020599193832771395,attentive,relaxed,attentive,attentive,relaxed,relaxed
12,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000004_003_png.rf.2709b150174e78e53f4df8762320c04d.jpg,2,attentive,1.191697358052408,43.133684995167776,-0.02746248777182247,-0.04408603113379643,0.029312492965557043,0,3,0.00238882875336216,relaxed,relaxed,attentive,attentive,relaxed,attentive
13,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000004_012_png.rf.b5ec2ae9fbbf5995292f39f3bf6d0a5b.jpg,3,attentive,1.1696047946897545,44.25577499875064,-0.059592858749795245,-0.040950877269488324,0.06116144596230455,0,3,0.007118001252706924,uncomfortable,relaxed,attentive,attentive,relaxed,attentive
14,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000004_028_png.rf.ef0d1e48b245249eca47fa6d8d140b66.jpg,4,attentive,1.412114368090063,30.147273082771736,0.0009254149797223094,0.001722935335464537,0.0015933931673287774,0,1,0.0006998180387881026,attentive,attentive,attentive,attentive,uncomfortable,relaxed
15,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000005_000_png.rf.2aca3ff5d991aea894d826dad278148a.jpg,2,attentive,1.333314014103487,35.26580460683774,-0.008943787616410036,-0.009266529747634939,0.012647763166494354,0,1,0.0021214561440502933,attentive,relaxed,uncomfortable,uncomfortable,relaxed,relaxed
16,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000005_012_png.rf.2558f650104e58e5ff2f0e3e4821d896.jpg,1,attentive,2.2186093691419235,0.0,-0.01172822174378495,0.05119800182575385,,1,0,0.0017326573435379883,attentive,uncomfortable,uncomfortable,uncomfortable,uncomfortable,relaxed
17,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000005_020_png.rf.de81824766e8ba1cc78d1bd6d8bf3c2b.jpg,4,attentive,1.4315972661372312,28.7569865222597,0.03217595616614297,0.04270706293601532,0.05863206838104168,0,0,-0.010830926665903934,attentive,relaxed,attentive,attentive,uncomfortable,relaxed
18,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000005_022_png.rf.cacd362619dc55c08d73bda960ad2798.jpg,1,attentive,1.2985935660135055,37.32390875673859,0.02577426463586465,0.024635421490429615,0.03380428640290789,0,2,-0.005349383994511819,relaxed,relaxed,attentive,relaxed,relaxed,uncomfortable
19,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000005_023_png.rf.8e69087adee08851fd96894903efc201.jpg,4,attentive,1.3043335354145802,36.99047661006043,0.03568769273303765,0.029510108029366548,0.04737554946892084,0,2,-0.008282300739558157,uncomfortable,attentive,attentive,attentive,relaxed,uncomfortable
20,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000006_006_png.rf.411a25f006692e74135d111435190f66.jpg,2,attentive,1.368628796916548,33.05912879486094,0.03693881342785512,-0.01046508446201428,0.05675247700925364,0,1,-0.004633001845153223,attentive,relaxed,attentive,relaxed,relaxed,relaxed
21,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000006_011_png.rf.79e5304a9ed91edd8b750ae8b54d0846.jpg,3,attentive,1.3193176578021402,36.10763472705951,-0.05304424661908382,-0.05533311566052208,0.07272146199558942,0,2,0.012911697455435411,attentive,attentive,attentive,attentive,relaxed,relaxed
22,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000006_016_png.rf.a1342aa315a61beabc2328d1033068c7.jpg,0,attentive,1.2712261219356968,38.88007113640846,-0.0024228204009393212,-0.02190759584622065,0.0030047722011399664,0,2,-0.0014312425444274468,attentive,attentive,attentive,attentive,relaxed,relaxed
23,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000006_022_png.rf.8b86c92b1fb8735098941d53b6a9d7f0.jpg,3,attentive,1.523652745759744,21.08620729409507,0.008922797910489897,0.0026255914248414928,0.023140555749324533,0,0,-0.002343435454769338,relaxed,relaxed,relaxed,relaxed,uncomfortable,relaxed
24,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000006_024_png.rf.0e84114eafa42a29e36312f1e33faf3a.jpg,2,attentive,1.510513480569156,22.33253929935171,-0.036090612000928855,-0.05424438419815731,0.08785585196182873,0,0,0.008595048835740068,attentive,uncomfortable,uncomfortable,uncomfortable,uncomfortable,uncomfortable
25,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000006_025_png.rf.e57f17eebbeeae5a39fbda59ec141b11.jpg,0,attentive,1.401693254976221,30.867533942825283,0.04091379980520259,0.0403705102483001,0.0684499688394562,0,1,-0.005124019858031875,attentive,uncomfortable,relaxed,attentive,attentive,attentive
26,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000007_000_png.rf.0295c6626e578e196d9ab090bf3c5f05.jpg,2,attentive,1.262213236163381,39.38115530265469,-0.006866163148184398,-0.01985751766532713,0.008364611406630187,0,3,0.0004946810699692772,attentive,attentive,attentive,attentive,relaxed,attentive
27,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000007_004_png.rf.61283e68bcd025d6ab5eced24715f793.jpg,3,attentive,1.1600452277059015,44.73435300292472,-0.092397572017238,-0.04574279138121535,0.09325835606799177,0,3,0.012846248394293991,uncomfortable,attentive,attentive,attentive,relaxed,uncomfortable
28,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000007_008_png.rf.5e816d691a73f59d43fa58df07d07078.jpg,2,attentive,1.4425023561124821,27.951331536683924,-0.08527074555058174,-0.06339553483701767,0.1607001032432533,0,0,0.01416566551405199,attentive,attentive,attentive,attentive,uncomfortable,uncomfortable
29,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000007_013_png.rf.d42c52ade2a0bb9c375b69317a2777fc.jpg,2,attentive,1.3535707315933827,34.015430811530855,0.011297231694759564,0.031375038470859665,0.016739108600709606,0,1,-0.003055784322012506,attentive,attentive,relaxed,attentive,relaxed,attentive
30,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000007_022_png.rf.9855e7f10de568137910800989c1ac6d.jpg,4,attentive,1.3727101739895176,32.795687543775756,-0.01725908034046361,-0.03733787149530101,0.026785277708916082,0,1,-0.0008373823456130913,attentive,uncomfortable,uncomfortable,uncomfortable,attentive,attentive
31,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000008_018_png.rf.7a709c1736c02587513ff74dd20b9ec1.jpg,3,attentive,1.3862115763191063,31.91045624322492,-0.01613647147593898,-0.021778208245339478,0.02591378299758618,0,1,0.0036980308930344152,attentive,relaxed,attentive,attentive,attentive,attentive
32,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000008_029_png.rf.7101c54f343c57316f2892989a0a99c0.jpg,3,attentive,1.3020188278909404,37.12524522706125,0.04416566454121375,0.03956862259361058,0.05834402560997113,0,2,-0.007114563430909715,attentive,uncomfortable,relaxed,uncomfortable,relaxed,uncomfortable
33,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000009_003_png.rf.e3ddd08c51b3e88dc8a01f4265074695.jpg,1,attentive,1.427938718743123,29.022682327020437,0.0008029287424808708,0.01100402255881872,0.0014471703781764632,0,0,0.001200114558219667,uncomfortable,uncomfortable,uncomfortable,uncomfortable,uncomfortable,attentive
34,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000009_004_png.rf.2a0e72465bd34092fb8df854788ed601.jpg,1,attentive,1.2748945505800104,38.67455865589027,-0.09844233201101502,-0.06203481914929671,0.12298799370595519,0,2,0.010124440758583347,uncomfortable,attentive,attentive,attentive,relaxed,uncomfortable
35,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000009_005_png.rf.d022822b482b7597ae9df7a6510bd7be.jpg,4,attentive,1.4131704594219097,30.073410745637933,-0.03746470514739959,-0.02303499725726578,0.06469918986782722,0,1,0.0009724680285239651,attentive,attentive,relaxed,attentive,uncomfortable,uncomfortable
36,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000009_009_png.rf.d8e9076107ee359709ab7ab627683c58.jpg,2,attentive,1.3487135648937592,34.31888022617346,0.08874329780078469,0.07461590986195381,0.130000768321877,0,1,-0.014840034709061534,attentive,attentive,attentive,attentive,relaxed,attentive
37,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000009_013_png.rf.d3d09a14d745150f0b2885280073faa2.jpg,1,attentive,1.1307955632562592,46.174369479106396,0.18641443407491007,0.1153894721458575,0.1789251606021037,0,3,-0.02047779381045675,attentive,attentive,attentive,attentive,relaxed,attentive
38,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000009_021_png.rf.42fca53c0747a0b76b36a7e7d0a213e0.jpg,1,attentive,1.3043735377062886,36.988143869879195,-0.06173411069498445,-0.05534347453631711,0.08195921274178719,0,2,0.011239888150137406,uncomfortable,attentive,attentive,attentive,relaxed,attentive
39,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000009_022_png.rf.f22ed01551e3da4cc6b22e11bbba68c3.jpg,1,attentive,1.309039791876353,36.71515873775331,0.055410925595802255,0.06183523397195391,0.07429842764292226,0,2,-0.008673494365903006,attentive,relaxed,attentive,attentive,relaxed,attentive
40,/home/glyc/Documents/PyProjects/catface/data/cat-emotions-3/train/attentive/00000009_023_png.rf.177e14349f6d610a514563261740d554.jpg,2,attentive,1.1754284319806454,43.96220841051798,0.03929959384854741,0.017620382425692544,0.04074967525137293,0,3,-0.004307861706931482,uncomfortable,attentive,relaxed,attentive,relaxed,attentive
